No,Komentar,Label
1323,Ibu risma da n sandiaga uno oke,p
1324,"Alhamdulillah panglima banser jadi panglima pembasmi intoleran di indonesia 
Selamat gus yaqut🙏🙏🙏",p
1325,"Meski.saya tak.memilih sandiaga uno ,tapi saya senag  pak sandiaga jadi menteri,selamat berkerja pak.",p
1326,"Cuma 1 yg saya sayangkan,menteri kelautan seharusnya bu susi lagi",n
1327,Harusnya menteri KKP... Knapa g Bu Susi...,n
1328,Duhhh mantap aduhai banget itu bunga Anggreknya....,p
1329,"ITU YANG DI TINGGU2.
SUDAH TERLIHAT JEJAK KEPEMIMPINANNYA.
DARI PADA RAMPOK2 BERDASI YANG GAK JELAS KUALITASNYA",p
1330,ojo lali bu.. BSU di lanjut😀,p
1331,"Saya ngga mau terlalu memuji, reshufle bukti pemerintah yg tdk terlalu solid. 
Kita lihat aja seperti apa kinerja mereka setelah jadi menteri...",n
1332,Menteri kesehatan????,n
1333,Mantap broo sandii,p
1334,"Wah pak Wisnu kerjanya bagus loh, kenapa diganti? Gara2 corona kah?",n
1335,Semoga amanah amin 🙏👍👍,p
1336,mantaap risma / sandiaga,p
1337,Menteri sosial semoga bisa menjadi tumpuan harapan masyarakat Indonesia yg masih banyak hidup dlm kemiskinan dan keterisolasian.,p
1338,Mantab sdh👍👍👍😘,p
1339,"BUNG SANDY MASIH BELUM TERUJI, OKE OC GAGAL TOTAL",n
1340,Pak si luhut di ganti juga dong pak ..,n
1341,Alhamdulillah... smoga mentri2 baru ini diberikan hidayah untuk iklas mengabdi di negri ini,p
1342,"Pilihan yang tepat pak pres, pak wapres, njenengan2 sedoyo tiyang sae :)",p
1343,MANTAP.. orang2 punya potensi ..,p
1344,"emak e arek surabaya bonek ,,,,mana suaranya bonek,,,,👍👍👍👍👍👍👍",p
1345,kecewa bu susi ga terdaptar lg,n
1346,Semoga yg di pilih org Bener.,p
1347,Kenapa nggak bu susi aja mentri kkp,n
1348,"Menag terbaru dari GP Ansor
Pasti FP! akan bu......",n
1349,horee yaqut dapet jatah gak sia sia slama ini jadi p . n . j . l . t,n
1350,"sandiaga sama risma ini bisa promosi diri dng masuk kabinet.. 
2024 bisa loh.. sandi-risma.. gawat juga ini barang",p
1351,Awas ya klo masih ada lagi koropsi gantug Di monas,n
1352,"Selamat Bu Risma, Pak Sandiaga dan bapak2 lainnya, semoga amanah dan memberikan kontribusi nyata untuk Indonesia..",p
1353,Doa terbaik utk Bu Risma,p
1354,Knp gk buk susi yg kelautan lg,n
1355,donkey diangkat jadi menteri esport indonesia... dalam minpi wakakakakakaak,n
1356,Wisnutama tergusur dong,n
1357,"Bu Risma dan bang Sandi kebanggaan sekaligus idolaku. Selamat  bertugas, tunjukkan prestasimu.",p
1358,Cocok bu risma jadi mensos,p
1359,Jooooozzzz,p
1360,Kenapa pak wisnu diganti ya? Pdhl kyaknya bagus pak wisnu,n
1361,Yg g sejalan  pecat zz mentri... gk becus kerj mkn gaji buta..bisanya korup..pinter,n
1362,Hajar bu risma mantap,p
1363,yaqut danger...,n
1364,"Hati"" ya bu risma.., di jakarta tikus nya gede2 bu. Sehat terus bu risma",p
1365,Wah kaderisasi pdip ni bu risma buat capres berikutnya,p
1366,"Aku terharu liat ini... Ya allah semoga di permudahkan segala urusan beliu beliu ini..dan amanah,amin",p
1367,Risma👍👍👍,p
1368,"Yuks yang menteri baru, harus lebih baik dari menteri yang sebelumnya. Yang amanah, prioritaskan integritas 😙",p
1369,Sayang Bu Susi gak ada,n
1370,Gokil jon,p
1371,yang kesini cuma ingin baca komentar angkat jempolnya.,n
1372,Mantapppp ...jng lupa mentri sosial lanjutkan bansos nya,p
1373,Mantap bu risma,p
1374,Risma the best...from papua,p
1375,Bu risma dan pak Sandi TOP Bukti sudah nyata lanjutkaaaan,p
1376,"Yah pak Wisnutama diganti dong, dia baru menjabat udah diterpa corona jadinya belum bisa berbuat banyak, harusnya dikasih kesempatan dulu pakde..malah diganti mantan rivalnya 🙄 wtf",n
1377,Selamat ibu Risma. Semoga sehat Dan menjalankan tugas mulia buat rakyat indonesia. Aamiin...,p
1378,Yaa Alloh aku seneng skl Bu Risma pa Sandiaga Uno jd menteri smga amanah aamiin,p
1379,Mantab menteri agamanya jg cocok,p
1380,Selamat mak risma...semoga menjadi mentri yg baik...salam arek suroboyo...,p
1381,Wakilnya gak diganti pak? Planga plongo aja tuh,n
1382,Menteri kkp muka2 lobster,n
1383,kira in bu susi mau di panggil lagih...padahal dia deket ama ikan..pinter bijak salut poko nyaa...pas kalau jadi mentri lagih,n
1384,pas banget nih bu risma,p
1385,"Kalau udah darurat aja, panggil orang yg benr",n
1386,Anies jadi apa 😂😂😂😂😂😂😂. Sekarang Anies di tinggal sama temen temen nya😂😂😂,n
1387,Selamat mas Cholil Yaqut....semoga amanah,p
1388,Cocok sandi jadi menteri ekonomi kreatif,p
1389,"Selamat bertugas dan selamat menjalankan amanah dari rakyat, berikan yg terbaik untuk bangsa dan negara 🤝",p
1390,Selamat kpd semua mentri baru semoga menjlnkn tgs negara yg amanah 🙏,p
1391,Mantap.. Pak sandiago uno..,p
1392,Bu Risma menteri sosial,p
1393,"We,alaikum salam pk president... Smoga sht"" slalu dlm lindungan Alloh swt aaaamin aaamin aaamin... Bravo Bu Risma slamat mjaln kn tugas nya ya Buk...",p
1394,Semoga Mentri2 Yang Baru Kerjanya Bagus Semua Amin,p
1395,"Lihat gayanya bu risma 
Aduhhh menyentuh hati sekali 
Santun
Khas indonesia",p
1396,Sayang ibu susi ga masuk kabinet,n
1397,ALHAMDULILAH IDOLA KU JDI MENTRIIIIII SLAMAT YA BPK SANDIAGA UNOOOOO,p
1398,Bu susi kmana pak????,n
1399,"Lagi rapat kabinet.
Prabowo ""Eh, Lu disini San?""
Sandiaga ""Iya dong kan Gua nyusul lu""
.",n
1400,tokoh tokoh keren semua,p
1401,Alhamdulillah ya Allah.... Ibu Risma dan Pak Sandi... selamat bergabung untuk menyejahterakan rakyat dan memajukan Indonesia...,p
1402,Selamat untuk mentri baru semoga amanah🙏👍,p
1403,Ya ampun bahagia sekali saya melihat ibu tri jadi menteri:3,p
1404,"Semoga dgn Bu Risma jadi Mensos sy bisa merasakan sprti orang""yg be mndapat kn haknya,,aamiin",p
1405,Smoga Bu RISMA amanah.,p
1406,"Bu Risma, We Proud of You",p
1407,"Selamat ,semoga amanah .amiiinn",p
1408,Semangat Bu Risma. Sukses slalu.,p
1409,yg selalu saya tunggu2 bu risma jadi menteri...👍,p
1410,Sedikit kecewa karena nama susu tidak ada di sebut.,n
1411,Selamat mngemban jabatan baru buat bu rizma.,p
1412,"Horee but risma ❤️❤️😘,",p
1413,Semoga Amanah pak mentri bu mentri..... 🙏,p
1414,Ibu Risma I love u..kami dari Lampung senang lihat ibu Risma,p
1415,Selamat untuk  kabinet indonesis maju.. semoga amanah,p
1416,Semoga amanah bisa menjaLankan dengan sebaik mungkin.,p
1417,"bu Risma kelihatan santun dan kalem,
jngan salah kalo beliau lagi marah...
Suwangaaarrr...
saya sebagai warga surabaya bangga bu risma jadi mentri.",p
1418,"HAJAR BU RISMA,,,YANG KORUP ABISINNN DARAH NYA SEDOTTT",p
1419,Mantap semoga menjalankan amanah dengan baik.,p
1420,SELAMAT BUAT IBU RISMA SEMOGA KEMENTRIAN SOSIAL YANG IBU PIMPIN MENJADI LEBIH BAIK DAN TRANSPARAN ..,p
1421,Bu susi mana pakk :(,n
1422,"Korupsi lagi ngak ya ,mentri baru nya...wkwkwk",n
1423,Mudah mudahan amanah semua...🤲🤲🤲,p
1424,Bu risma i lop yu puul👍,p
1425,"2 PATI tni hilang hihihi menag menkes , sisa menhan",n
1426,Semoga amanah. Dan bisa mengatasi situasi yang sangat sulit ini,p
1427,"jayalah nkri, dengan putra2 terbaik mu.",p
1428,Mantap ibu trisma ❤️❤️😘,p
1429,Selamat kpd Bpk & Ibu terpilih menjadi Mentri yg baru .. harapan kami semoga dng jabatan baru ini bs amanah .. Aamiin 🤲,p
1430,Dahsyat!!,p
1431,Menteri baru keren2..  Berkualitas sesuai keahlian masing2.  Semoga Amanah.,p
1432,Mantap!,p
1433,Bu Risma sudah terbukti. Prestasinya selamat bu... Selamat juga untuk yg lain untuk Indonesia Raya,p
1434,"Njir style sepatu pak Sandi dong, cingkrang wkwwk",n
1435,bagus bgt bu risma dipilih kemensos byk lembur deh aplg klo dtg telat siap2 dah hehehe,p
1436,Zonk mana????? 😁,n
1437,Semoga amanah,p
1438,Alhamdulillah...,p
1439,kenapa ga ada reshufle menteri ekonomi pak...ckup mengecewakan...,n
1440,Saya yakin n percaya ama bu risma..siap berantas hama d kementrian,p
1441,"Kurang satu pak....
Fadli zonk sbgai Menteri hoax & Penyiyiran.",n
1442,Bu Risma capres masa dpn👏🏻bangga dadi arek Suroboyo rek,p
1443,Duh ibu risma 😍😌 senang bisa di pilih jdi mensos ibu wanita dari 6 mentri baru 😘,p
1444,Hemmm....,p
1445,Seruan nnton bansos😂,n
1446,sandiaga unu burisma selamat dan mentri2 yg baru smg lebih baik dalam mengemban tugas dan  amanah  negara sehingga bangsa indonesia semakin kuat maju makmur dan berjaya,p
1447,Semangattttttttttt,p
1448,Mantap bu risma.. Semoga amanah,p
1449,Bu susi mana.... 😢,p
1450,Menteri agamanya Dia??? What???,n
1451,Lengkap sudah pasangan 01 dan 02 di kabinet pilpres lawakkkk,n
1452,"Selamat utk menjabat tugas yg baru Bu Risma , semoga sukses selalu , selamat bertugas",p
1453,Selamat bertugas ya emak e suroboyo. Semoga amanah hati2 dengan sekitar anda,p
1454,"Saya berharap kemendag di pimpin mas pras(mardigu w.p)
Yang jeli, punya segudang pengalaman serta relasi
Agar lebih baik nilai kurva dagang kita..!
Tapi apa daya wong saya cuman masyarakat tukang ngaret mudeng opo",n
1455,"Kenapa wishnutama diganti yah, padahal dia orang yg cerdas",n
1456,Sandi congrats ya Aku yakin bang Sandi bisa dipercaya oleh masyarakat,p
1457,Damailah Indonesia ku,p
1458,Siipp mantap jiwa ibu Risma jadi menteri,p
1459,Ada kabar buruk bagi mereka2 yang intoleran dan suka korupsi ... di sana tri sri maharini di mensos dan gus Yaqut di menag :),n
1460,"semoga bu risma bisa menjalankan tugasnya dg baik,",p
1461,"Maju trus indonesiaku, NKRI harga mati",p
1462,"Menag dan menkes pas sih di ganti, mentri kelautan ganti susi pujiastuti aja",n
1463,Bu risma selamat atas jabatan barunya semoga bisa bersihkan para tikus bansos...pak sandi mantap,p
1464,Kok menkes nya bukan dokter. 🤣,n
1465,Saya salut dengan ibu Tri Risma yang sangat sopan ciri ciri orang yang beradab,p
1466,semoga amanah,p
1467,"Amanah Yang Telah Diberikan.........Yang Kita Harapkan Bekerjalah Semaksimal Mungkin Demi Indonesia Maju, Janganlah Mengecewakan.",p
1468,Hellux Modus Pengalihan Lagi..Itu Orang Sumberdaya Manusia Kelas Tinggi ..Lupa deh Publik sama KASUS kemarinn kalau giniii,n
1469,Kayaknya komposisi nya pas deh.. Ok selamat bekerja selamat menunjukan Prestasi masing2..,p
1470,Yang setuju Bu Risma jadi Mentri like  ?,n
1471,basmi korupsi bu risma...selamat ia bu..alhmdu,p
1472,Hallah,n
1473,Selamat sukses dan barokah untuk para mentri semoga  bisa amanah dalam bekerja untuk indonesia maju adil makmur,p
1474,AREK SUROBOYO CUNG...☝🏻,p
1475,SYUKURRR WISNU DI COPOTTT .,p
1476,Bu risma selamatkan anak pak lurah tuh yg korup dari partai yg sama,n
1477,Bp. Sandiaga Uno for RI 1...,p
1478,"Mantap..maju bu risma, saya orang betawi yg pernah tinggal di sby cukup lama..dan sby keren..👍👍",p
1479,Sehrusny persiden di reshufel dia melnggr ham,n
1480,Jd mensos gak usah bawa2 cangkul sapu lg ya buk..😀😀,p
1481,AKU BANGGA BU RISMA JD MENSOS KU DENGER TRENYUH   ...KU ORANG JATIM SENANG .....SEMOGA BU RISMA TETAP SEPERTI DL DI WALKOT ...SEMANGAT IBU ...SLAMAT MENGEMBAN TUGAS BARU,p
1482,Wisnu tama go qatar aja knpa harus diganti?,n
1483,Mantap kereeeen hebaasat,p
1484,SEMOGA KE 6 MENTRI INI BISA MENUAI KAN TUGAS NJA DENGAN BAIK DAN JUJURRR SLAMAT YA UNTUK KE 6 MENTRI YG BARU INIIIIII,p
1485,Rame yahh....,p
1486,"SELAMAT BU RISMA  IBU MENDAPAT TUGAS BARU BERSIH"" DI KEMENTRIAN SOSIAL ..SAYA PERCAYA IBU IN SYAA ALLAH DAPAT MENJALAN KAN SEMUA TUGAS YANG ADA DENGAN SE BAIK"" NYA DAN AMANAH
SEMOGA ALLAH SELALU MELINDUNGI IBU......?!! AAMIIN",p
1487,We love u bu risma🥰🥰🥰🥰,p
1488,Selamat bu risma dan pak sandiaga untuk mengemban tugasnya semga amanah ya bu/pak,p
1489,"REKAM JEJAK MEMBUKTIKAN... 
PROGRAM OKE OCE DI JAKARTA AJA MAMPET ... 
APA UNO BISA KERJA????.... MAAF... Q KOK GAK YAKIN.... 
JEJAK DIGITAL GAK BISA BERBOHONG...",n
1490,Bu Risma sangat santun🙏,p
1491,"Ahok mana ya ...
Katanya jd Mentri pertahanan....",n
1492,Selamat bang sandiaga uno.udah pintar.kaya.josss.,p
1493,Prestasi menteri baru apa aja sblm dipilih?,n
1494,Dr Terawan....terimakasih atas usaha kerasnya 🙏🙏,p
1495,bu susi kok ngak ada😭😭,n
1496,Yang gua kenal cuma Pak sandiaga uno sama   Bu risma wkwk,p
1497,Sa karepmu jok😁,n
1498,Jangan lupa pak kemendesa juga di ganti.  Banyak pejabat korup disitu,n
1499,"Banyak PR menanti Bu,urai satu persatu,terakhir Ibu pasti geleng geleng kepala,ampuuuuuuuun",p
1500,Berharap Ibu Susi kembali jadi Mentri Kelautan.,n
1501,Salam sejahtera kita semua.  Semoga mentri baru bsa menjadi amanah bangsa dan negara.,p
1502,"ibu e arek suroboyo, josss",p
1503,Yes yes Pak PRESIDENT  kau dengarkan suara RAKYAT.,p
1504,Semangat bu risma,p
1505,Selamat .menikmati dan korupsi sepuasnya,n
1506,Mantap bi risma,p
1507,Hebat bangun negaraku Pancasila bersatu selalu cintai rakyat,p
1508,Bu risma semangat yaa mengemban amanah yg baru di jakarta,p
1509,Sayang menteri kesehatan  diganti..,n
1510,Hahahaha pasti ada yang takut sama bu risma kedepan😁😁,p
1511,"Setuju banget gue mah
Ibu risma jadi mentri 
Sosial 
Di tambah lagi bu susi astuti",p
1512,MENTERI KESEHATAN NYIMAK..,n
1513,Moga Mensos gak korupsi lagi.,p
1514,Menkomaritim gk diganti ?,n
1515,Klw Mentri agamanya in Hancur nega😂,n
1516,Mudahan jadi mentri yang amanah amin,p
1517,Mantap pak jo.. Mantap bu risma,p
1518,"Kerren rek., Kerren kerren kerren ...",p
1519,Susah amat balikin Bu Susi,p
1520,saking konsentrasinya kok malah denger suara burung betet....hahahahah,n
1521,"selamat Bu Risma, ibu satu ini selalu tampil sangat"" sederhana, beliau lebih mementingkan rakyat nya dari pada sekedar bersolek,, semoga amanah bunda dan sehat"" selalu, bersih kan kementrian sosial dari tikus"" yg doyan duit,",p
1522,Kenapa ga bu susi jadi mentri nya lagi???????????,n
1523,Bu risma mentri cantik dan tetep cantil secantil surabaya ya bu,p
1524,Pak terawan sama pak wishnutama diganti yak ngab?,n
1525,Mana pendukung bang sandi uno....,p
1526,Selamat semoga sbg amanah yg tepat.. Kepada orang yg tepat.. Jujur dan amanah juga kredibel.. Amin,p
1527,Mantab,p
1528,Mnatap,p
1529,Luar biasa presidenku... Kami rakyat kecil puas sekali lg pengumuman ini.  Ada ibu Risma juga pak uno...❤️❤️❤️,p
1530,Hajar Bu Risma..yg males kerja tenggelamkan...,p
1531,"hebattt bapak presidenku,engkau merangkul lawan politikmu utk bersatu membangun negara....",p
1532,"Serahkan suatu urusan pada ahlinya, jika tidak.. tunggulah saat kehancurannya
PAK LURAH MASIH PUNYA URUSAN ANAKNYA BELOM BERES URUSAN KORUPSI TAS BANSOS. INGAT YA??",n
1533,"Oke oce gagal bisa jadi mentri 
Indahny politik indonesia",n
1534,Waduh bu susi ga is back,n
1535,ya  jok  bukan bu susi  semua ok cm  perikanan yg  meragukan,n
1536,"Mau ganti Mentri seribu kali juga gk bakal ngaruh , karena harus ganti lurah nya negara yang sakit ini",n
1537,masih kurang sreg euy sama menag nya 😟,n
1538,Menteri kesehatan kok bukan dokter?,n
1539,Sy kira yg jadi mentri kelautan bu susi lagi,n
1540,"Rombak trs, kpn kerja nya",n
1541,Aq medukungmu BU RISMA semoga amanah mengemban tugas🙏,p
1542,"Saya suka ke pemimpina Ibu Risma maharani,sederhana dan merakyat,selamat ya bu semoga amanah dan sukses🙏",p
1543,"Wow , great news ,, selamat datang dan bekerja dengan baik ..mudah2 an tambah maju dan dapat memberi perubahan yg baik ....btw ..bu risma dan bu khofifah sudah sederajat nih ...akur ya ...hehhe",p
1544,PILIHAN YANG BAGUS PAK PRESIDEN,p
1545,"Semua sudah di rangkul.. Dan saling berangkulan,, berangkulan adalah indah... Salam Indonesia damai",p
1546,3 bulan kemudian gua tunggu korupsinya ya bapak2 ibu2 ?? Gua benci mensos si 17M 💪💪💪,n
1547,Selamat bekerja buat semua menteri yg baru diberi kepercayaan oleh bapak Presiden,p
1548,"Harapan Rakyak Indonesia, mari berantas korupsi bersama,tingkatkan kerukunan dan perdamaian diNegeri Tercinta🤲",p
1549,"Saya urun Rembuk Pak  Jokowi ,,,,,,untuk mentri yg Korupsi ,,,,,,nanti tangannya di amputasi saja ya ,,,,,,biar Kapoook  dan malu",n
1550,Semoga tambah solid untuk Indonesia maju👍,p
1551,Begitu dengar bu risma disebut aku langsung berkata alhamdulillah.,p
1552,Alhamdulillah ibu Risma terpilih 👍👍💪🙏🏻,p
1553,"Welcome Ibu Tri Rismaharini sbgai
Mentri Sosial!.
Sandiaga Uno ( Parawisata dan Ekonomi Kreatif)
Budi Gunandi Sadikin ( Kementrian Kesehatan)",p
1554,"Yg sedih & kecewa krn Ibu Susi Pudjiastuti tdk diangkat sbg Menteri KKP lg, silakan ""like""
😊😊😊",n
1555,Ajang Beuty Contest untuk 2024 semakin DAHSYAT !!!,n
1556,"Alkhamdulillahirrobbil'alamin, MashaAlloh, BarokAlloh Congratulation Ibu Risma atas amanah menjadi Menteri Sosial yang diemban semoga bermanfaat berkah selalu. Amin ya rabbal'alamin Ya Alloh SWT",p
1557,"Betapa sopannya bu risma, beliau belum duduk sebelum dipersilahkan duduk oleh presiden",p
1558,"Semoga bu risma di beri kekuatan untuk menghadapi tikus di mensos
Cuma menkes nya kok bukan orang kedokteran yah ?",n
1559,Yang Fokus sm sepatu bpk presiden ad gk...😁😁,n
1560,Mensos q favorit q brantas mafia bansos   ibu Tri Risma Maharani selamat bekerja semoga ada perubahan  amiin ya robb,p
1561,MANTAP BU RISMA JADI MENSOS SETUJU SANGAT SETUJU,p
1562,Selamat Ibu Risma di hari Ibu ini engkau Menjadi Mentri semoga Berjalan Sukses dan amanah.amin,p
1563,"Semoga dg diangkatnya bu risma menjadi mensos membawa perubahan di kementrian sosial, semoga amanah ya bu, semoga bu risma selalu diberi kesehatan.",p
1564,Selamat bekerja ibu risma...semoga selalu amanah,p
1565,Insya allah ibu dari anak2 sby bisa memberikan yg terbaik buat masyarakat indonesia amin2 yra🤲🤲🤲 selamat buk atas jabatan dan pekerjaan baru nya suroboyo wani🤟🤟🤟🤟,p
1566,"Duh padahal gue harap pa Sandi jadi menteri ekonomi, tapi okelah masuk pariwisata soalnya masih ada ekonominya😂",n
1567,Selamat bu Risma.basmi mafia2 Kemensos.smoga bu Risma sehat selalu.,p
1568,"Melihat Ibu Risma, tanpa sadar, tanganku spontan bertepuk tangan..... Sungguh bersyukur. Yang Kuasa menolongmu ibu dan seluruh kabinet",p
1569,Semoga menteri yang baru ditunjuk dapat menjalankan tugas mereka.Amin,p
1570,"Bersama majukan bangsa, hidup Indonesiaku, bersatulah dengan penuh cinta damai, negri kita adalah negri yg santun...semoga dengan Mentri baru ini, Indonesia semakin maju...👍👍👍",p
1571,"Yo to tenan to, di takoni saure Reno Reno, ngerti ngerti ws teko istana",p
1572,"😂😂pst pk anis sllu bingung..ko sy gk kepilih""yh",n
1573,"Selamat bu Risma, semoga menjadi amanah ibu",p
1574,lihat persiden dia ngak makek masker melanggar oerotokol kesehatan,n
1575,"mensos bu risma pas banget , pak sandi juga pas , semoga indonesia lekas membaik",p
1576,"Selain Bu Risma yg bikin bangga, ada lg mentri Agamanya bikin saya swenenge polll.. Allhamdulillah dr NU",p
1577,"SELAMAT HARI IBU, SELAMAT UNTUK IBU RISMA MENJADI MENSOS
JANGAN TAKUT UNTUK MEMBASMI KORUPTOR, JIWA SUROBOYO HARUS BERANI
WONG SUROBOYO MELOK SENENG KALE SAGET DUNGAKNO SAMPYAN BU🤲🏻
SALAM WONG SUROBOYO BU 🙌🏻",p
1578,BERSYUKURLAH JAMAN SEKARANG BOTAK KETURUNAN BISA DI SEMBUHKAN‼️ CEK SOLUSINYA DI CHANNEL SAYA 😎😇🥰,n
1579,"Pk Jokowi bebas kn Habib Rizieq 
Bebas kn habib Bahar
Karna Indonesia ini gk bakalan
Tenang selalu terlibat mesalah",n
1580,"Alhamdulillah kirain saya pak Jokowi kerja cuma sendiri,
Tapi ternyata ada wakil nya toh😁😁",n
1581,"Selamat untuk bu risma, pak sandiaga, pak yaqut, semoga bener2 amanah menjalankan tugas...",p
1582,Selamat buat ibu Risma menjadi mentri sosial,p
1583,Ibu risma keren,p
1584,Akhirnya Bu.Risma 👍👍,p
1585,"Selamat utk ibu Tri
Semoga amanah menjalankn tugas ini ya Bu..

Amin ya rabal'alamin",p
1586,Alhamdulillah semoga Amanah🙏🙏🙏💪❤,p
1587,Pak sandi kembali ke track yang benar👍🙏,p
1588,"Akhirnya mentri ""ghoib"" kesehatan diganti juga",n
1589,Aku cuma pengin liat Bu Susi ada di jajaran mentri lagi 😢,n
1590,Mudah-mudahan Yaqut lebih bijak dalam menentukan arah pembicaraan ke depannya jangan menimbulkan perpecahan terutama dengan seiman,p
1591,Bu risma 😭😭😭😭❤❤❤❤,p
1592,Semoga amanah buat bangsa dan negara amin 🙏👍👍,p
1593,"Sudah lama sya tgu Bude Risma,setelah Bu Khofifah,saya yakin pasti lurus,slamat Bude",p
1594,"Selamat Bpk Menteri Agama yg baru.semoga Bpk selalu dlm lindungan
""Allah swt. selalu tegak dan 
tegas demi NKRI.",p
1595,MANTAP.... INDONESIA MAJU ❤️🇮🇩👍👍👍👍,p
1596,sukses selalu buat pak sandi' semoga indonesia makin maju',p
1597,"Sopan banget Bu Risma saya suka , dia belum duduk kalau tidak di suruh 😭😭❤️",p
1598,"Selamat buat pak budi gunadi sadikin & pak sakti wahyu trenggono...( maaf sy mau beda sj karena netizen tau nya hanya ibu risma & pak sandi, hehe...)",p
1599,"Selamat mas sandi semoga bisa bekerja dgn baik ,jujur dan amanah..WUJUD KANTI SELAMET 👃",p
1600,"Mntap ni mentri sosialnya... 
Idola gua",p
1601,"MANTAP, Semoga amanah",p
1602,Mentri kkp masih kosong kaya nya....smoga minggu ini pak Jokowi tlpon saya buat ikut merapat di istana🤲,n
1603,"Semoga amanah menjalankan tugas....bantu pak jokowi menyelesaikan tugas"" nya di Periode terahir masa pemerintahan nya.....",p
1604,Semoga mentri Agama skrg bs lebih adil  Dan Tegas pd ormas radikal ilegal  yg Mau memecah belah Bangsa dan jgn spt mentri Agama kmren cuek aja,p
1605,"Aku malah apresiasi pemilihan menkes yg bukan dr bdg kesehatan. Niru amerika, semoga ga ada masalah2 kayak bpjs dll. Good job pak",p
1606,"HADIAH BESAR UNTUK IBU PERTIWI DENGAN DIAMANAHKANYA MENSOS PADA BU RISMA TEPAT DI HARI IBU. SELAMAT BERJUANG IBU, SEMOGA ALLAH SELALU MELINDUNGI  IBU. AAMIIN.",p
1607,"Orang jawa semua,alangkah lebih setujunya saya beberapa mentri dari orang timur,putra terbaik mereka (kabinet konservatif)",p
1608,Selamat Ibu Risma Basmi Semua Tikus Yg berada Di pusat!,p
1609,PESIMIS akan bekerja efektif kalau masih dikendalikan oleh partai politik !!!,n
1610,Mantaaap bu rismaaaaa,p
1611,Alhamdulilah..bu RISMA i love u🌹🌹🌹🌹,p
1612,"Ini namanya kabenet cari aman jild1, saya mohon meteri terpilih jgn tangung"" bekerja lah dengan media,agar semu tranparan",n
1613,bu susy mana pak😭😭😭😭,n
1614,Antek china lord luhut ganti😂😂menkeu srimulyani ganti ngutang teros😂😂,n
1615,Mantap Ada Bu Risma Dari Suroboyo Dan Yaqut Cholil Dari PBNU.,p
1616,"cuman sreg sama 2 menteri aja, bu risma sama pak sandi, yg lain kok kayaknya bukan ahli d tempatnya.",n
1617,"Selamat buat bu riesma, Semoga beliau dapat menjalankan amanah sebagai mensos baru. 🙏",p
1618,"Bu risma ❤️,Pak jokowi ❤️,oak mentri agama yg baru 😘❤️❤️",p
1619,"https://www.the-afc.com/news/afcsection/the-search-for-asia-s-most-popular-football-club-asean
VOTE PERSIJA SEBAGAI TIM POPULER DI INDONESIA",n
1620,"Bang Sandi Selamt mengemban amanah baru, cocok 💞",p
1621,"Punah harapan sya, agar salah satu putra putri Papua masuk kabinet,. Oh,,,,my God",p
1622,Selamat bertugas Bpk/Ibu Mentri yg baru. 💪👍🙏,p
1623,Selamat Bu Risma ❤️❤️❤️❤️,p
1624,mantap bu risma gaskeun .... 👍🏻👍🏻👍🏻,p
1625,"Mantap Pak Presiden, semoga kerjanya bisa memuaskan 👍",p
1626,"Sumber Daya Alam Kalimantan dan Papua dikeruk dan menjadi penopang APBN Indonesia.. Tp, gak ada putra daerah yg memiliki jabatan menteri. Merendahkan banget rasanya",n
1627,Tuh menag...hrs netral dlm bidangnya...klw ga kisruh lg....,n
1628,Mantab ibu Risma ibu e arek suroboyo jadi mensos.semoga amanah dan bekerja lebih baik untuk bangsa ini.amin,p
1629,"Ko sedih , kudu nangis dan bangga yaaa... Ada bu risma 😭 .  🥺",p
1630,Alhamdulillah terkabul bu risma jadi mensos,p
1631,"MasyaAllah, Tabarakallah Pak Sandi. Mantep🔥👍",p
1632,"Menteri"" jangan korupsi. Jangan ada kepentingan pribadi",p
1633,Dari sini kita bisa tau bahwa menteri yang kemarin menteri coba2,n
1634,🙏allhamdulilah buk aku seneng dgr nya ibu di angkat jadi mentri,p
1635,semoga menteri pariwisata dan ekonomi tidak memajukan kepentingan bisnis sendiri dan mematikan ekonomi yang lain.,p
1636,Baru pertama yg dulu jadi lawan sekarang jadi kawan kerennnn....,p
1637,"Reshuffle2 trs itu membuktikan kinerja bawahan yg dipilih tdk becus dlm mnjlani amanah dan tnggung jwb !!!!
Kalo menjalani korupsi berjamaah baru tuh pada kompak !!!",n
1638,"YAKUTTT... HUAHAHAHHAHHHAAAAAA
JLEPPPPP 
CROTTTTTTTT",n
1639,"Karena indonesia butuh pemimpin performanya yang luar biasa, bukan hanya biasa biasa saja (bukan hanya tidak korupsi)
ikut seneng pak sandy jadi menteri, next 2024 jadi wapres pak anies yah pa.",p
1640,"Yah bu susi gk masuk. Waduh, tapi selamat atas yg jadi mentri dan membuat indonesia lebih baik lagi,lebih baik dari mentri sebelumnya dan tidak melakukan kesalahan yg sama lagi.",p
1641,SEMOGA INDONESIA LEBIH MAJU SAYA DARI MADURA HANYA BISA BER DO'A AGAR INDONESIA LEBIH BAIK AMAN TENTRAM DAN DAN TAMBAH MAJU,p
1642,"Ayo buang perbedaan
Ayo hapus permusuhan
Ayo satukan masa depan
Ayo jauhkan saling curiga",p
1643,Klo dulu enak diingat mentri2 .klo skarang anak2 sekolah bingung menghapal ny😂😂😂,n
1644,Wakil presiden Indonesia 🤣🤣🤣🤣,n
